Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12558.0,2,2,1.0658141036401503e-14,5,2,1,521,Loyal
12559.0,311,3,536.21,2,2,2,222,Lost
12560.0,5,4,2101.39,5,3,4,534,Loyal
12561.0,303,1,238.85,2,1,1,211,Lost
12562.0,8,9,4966.92,5,4,5,545,Loyal
12563.0,409,1,249.24,2,1,1,211,Lost
12564.0,261,1,456.9,2,1,2,212,Lost
12565.0,282,2,131.17,2,2,1,221,Lost
12566.0,73,2,346.7,3,2,2,322,Loyal
12567.0,23,17,13393.82,4,5,5,455,Loyal
12568.0,645,1,70.0,1,1,1,111,Lost
12569.0,2,35,4064.9900000000002,5,5,5,555,Loyal
12570.0,682,1,77.52,1,1,1,111,Lost
12571.0,40,2,519.61,4,2,2,422,Loyal
12572.0,9,3,1004.72,5,2,3,523,Loyal
12573.0,227,5,717.41,2,3,3,233,Loyal
12574.0,316,1,218.45,2,1,1,211,Lost
12575.0,457,2,622.8199999999999,1,2,3,123,Lost
12576.0,36,11,2083.87,4,5,4,454,Loyal
12577.0,35,9,1591.35,4,4,4,444,Loyal
12578.0,21,7,4572.45,4,4,5,445,Loyal
12579.0,73,3,410.72,3,2,2,322,Loyal
12580.0,247,2,1052.9,2,2,3,223,Loyal
12581.0,40,1,197.71,4,1,1,411,Loyal
12582.0,239,4,1980.4,2,3,4,234,Loyal
12583.0,3,31,14344.9,5,5,5,555,Loyal
12584.0,4,18,1893.95,5,5,4,554,Loyal
12585.0,234,4,1982.81,2,3,4,234,Loyal
12586.0,17,5,2028.67,5,3,4,534,Loyal
12587.0,8,1,144.0,5,1,1,511,Loyal
12588.0,39,5,938.98,4,3,3,433,Loyal
12589.0,29,11,3094.17,4,5,5,455,Loyal
12590.0,190,5,9853.48,3,3,5,335,Loyal
12591.0,317,3,1352.15,2,2,4,224,Lost
12592.0,92,8,1152.62,3,4,3,343,Loyal
12593.0,109,3,418.09999999999997,3,2,2,322,Loyal
12594.0,38,17,5044.51,4,5,5,455,Loyal
12595.0,505,1,299.02,1,1,2,112,Lost
12596.0,51,2,618.27,4,2,3,423,Loyal
12597.0,19,5,3683.13,4,3,5,435,Loyal
12598.0,10,15,4414.67,5,5,5,555,Loyal
12599.0,29,13,2296.72,4,5,4,454,Loyal
12600.0,29,26,4955.79,4,5,5,455,Loyal
12601.0,190,7,673.76,3,4,3,343,Loyal
12602.0,59,1,153.12,3,1,1,311,Loyal
12603.0,22,1,739.1999999999999,4,1,3,413,Loyal
12604.0,79,2,254.18,3,2,1,321,Loyal
12605.0,365,5,1217.95,2,3,4,234,Lost
12606.0,682,1,21.0,1,1,1,111,Lost
12607.0,58,2,3.552713678800501e-15,4,2,1,421,Loyal
12608.0,405,1,415.79,2,1,2,212,Lost
12609.0,78,10,3417.86,3,4,5,345,Loyal
12610.0,23,7,2057.99,4,4,4,444,Loyal
12611.0,52,1,1193.32,4,1,4,414,Loyal
12612.0,58,2,643.59,4,2,3,423,Loyal
12613.0,31,13,6591.52,4,5,5,455,Loyal
12614.0,278,1,315.6,2,1,2,212,Lost
12615.0,2,11,5564.88,5,5,5,555,Loyal
12616.0,85,7,1045.35,3,4,3,343,Loyal
12617.0,29,1,355.53,4,1,2,412,Loyal
12618.0,22,1,177.31,4,1,1,411,Loyal
12619.0,16,14,3354.95,5,5,5,555,Loyal
12620.0,15,3,1339.41,5,2,4,524,Loyal
12621.0,2,44,24579.31,5,5,5,555,Loyal
12622.0,232,1,180.1,2,1,1,211,Loyal
12623.0,276,9,3639.84,2,4,5,245,Loyal
12624.0,106,2,641.13,3,2,3,323,Loyal
12625.0,212,5,5095.38,2,3,5,235,Loyal
12626.0,23,13,6388.35,4,5,5,455,Loyal
12627.0,11,7,4478.53,5,4,5,545,Loyal
12628.0,4,4,769.61,5,3,3,533,Loyal
12629.0,386,2,1558.22,2,2,4,224,Lost
12630.0,10,2,1270.88,5,2,4,524,Loyal
12631.0,57,7,3452.27,4,4,5,445,Loyal
12632.0,521,4,738.88,1,3,3,133,Lost
12633.0,59,10,5595.21,3,4,5,345,Loyal
12634.0,536,2,490.0,1,2,2,122,Lost
12635.0,90,4,2930.41,3,3,5,335,Loyal
12636.0,739,1,141.0,1,1,1,111,Lost
12637.0,67,14,8271.66,3,5,5,355,Loyal
12638.0,33,2,921.49,4,2,3,423,Loyal
12639.0,239,3,1312.37,2,2,4,224,Loyal
12640.0,24,3,1174.58,4,2,3,423,Loyal
12641.0,115,1,185.9,3,1,1,311,Loyal
12642.0,25,3,1013.26,4,2,3,423,Loyal
12643.0,128,14,7880.9,3,5,5,355,Loyal
12644.0,130,6,1815.54,3,4,4,344,Loyal
12645.0,34,10,3499.1,4,4,5,445,Loyal
12646.0,5,2,1346.97,5,2,4,524,Loyal
12647.0,22,45,17682.79,4,5,5,455,Loyal
12648.0,155,5,1097.0,3,3,3,333,Loyal
12649.0,107,10,2238.7,3,4,4,344,Loyal
12650.0,3,1,314.44,5,1,2,512,Loyal
12651.0,335,5,365.3,2,3,2,232,Lost
12652.0,322,3,1011.58,2,2,3,223,Lost
12653.0,149,3,4160.83,3,2,5,325,Loyal
12654.0,11,5,601.98,5,3,3,533,Loyal
12655.0,424,1,261.35,1,1,2,112,Lost
12656.0,17,12,6320.78,5,5,5,555,Loyal
12657.0,11,5,1152.06,5,3,3,533,Loyal
12658.0,19,1,686.05,4,1,3,413,Loyal
12659.0,30,1,91.68,4,1,1,411,Loyal
12660.0,11,1,245.1,5,1,1,511,Loyal
12661.0,436,1,162.0,1,1,1,111,Lost
12662.0,1,22,6949.17,5,5,5,555,Loyal
12663.0,625,3,204.0,1,2,1,121,Lost
12664.0,8,12,6052.04,5,5,5,555,Loyal
12665.0,325,5,301.45,2,3,2,232,Lost
12666.0,359,2,1020.98,2,2,3,223,Lost
12667.0,58,1,620.13,4,1,3,413,Loyal
12668.0,7,12,11380.710000000001,5,5,5,555,Loyal
12669.0,151,4,1607.73,3,3,4,334,Loyal
12670.0,10,8,3750.39,5,4,5,545,Loyal
12671.0,606,1,2622.481,1,1,4,114,Lost
12672.0,330,3,410.5,2,2,2,222,Lost
12673.0,5,3,1230.02,5,3,4,534,Loyal
12674.0,12,7,1919.31,5,4,4,544,Loyal
12675.0,554,4,934.8,1,3,3,133,Lost
12676.0,25,12,2773.09,4,5,4,454,Loyal
12677.0,555,3,389.3,1,3,2,132,Lost
12678.0,42,23,33851.13,4,5,5,455,Loyal
12679.0,52,9,1058.67,4,4,3,443,Loyal
12680.0,1,4,880.81,5,3,3,533,Loyal
12681.0,15,56,30551.76,5,5,5,555,Loyal
12682.0,4,53,23945.81,5,5,5,555,Loyal
12683.0,4,27,12418.6,5,5,5,555,Loyal
12684.0,8,7,2283.63,5,4,4,544,Loyal
12685.0,28,6,2863.08,4,4,5,445,Loyal
12686.0,372,1,178.28,2,1,1,211,Lost
12687.0,481,2,2138.91,1,2,4,124,Lost
12688.0,114,1,4873.8099999999995,3,1,5,315,Loyal
12689.0,26,2,1247.61,4,2,4,424,Loyal
12690.0,206,1,389.01,2,1,2,212,Loyal
12691.0,28,7,1170.4,4,4,3,443,Loyal
12692.0,637,1,110.95,1,1,1,111,Lost
12693.0,121,11,1640.42,3,5,4,354,Loyal
12694.0,70,4,1839.45,3,3,4,334,Loyal
12695.0,7,7,1407.1200000000001,5,4,4,544,Loyal
12696.0,435,3,801.15,1,3,3,133,Lost
12697.0,21,5,939.02,4,3,3,433,Loyal
12698.0,590,1,339.75,1,1,2,112,Lost
12699.0,418,1,638.11,1,1,3,113,Lost
12700.0,8,6,4867.99,5,4,5,545,Loyal
12701.0,80,6,2446.41,3,4,4,344,Loyal
12702.0,20,1,219.0,4,1,1,411,Loyal
12703.0,64,7,892.18,3,4,3,343,Loyal
12704.0,7,10,2220.84,5,4,4,544,Loyal
12705.0,15,22,11554.0,5,5,5,555,Loyal
12706.0,682,1,-91.89,1,1,1,111,Lost
12707.0,292,1,603.42,2,1,3,213,Lost
12708.0,30,30,5118.16,4,5,5,455,Loyal
12709.0,3,55,30312.61,5,5,5,555,Loyal
12710.0,97,4,1130.57,3,3,3,333,Loyal
12711.0,612,2,1339.05,1,2,4,124,Lost
12712.0,23,28,6979.66,4,5,5,455,Loyal
12713.0,1,1,848.55,5,1,3,513,Loyal
12714.0,9,12,14093.71,5,5,5,555,Loyal
12715.0,106,1,353.86,3,1,2,312,Loyal
12716.0,4,2,1053.49,5,2,3,523,Loyal
12717.0,151,4,1258.91,3,3,4,334,Loyal
12718.0,71,1,238.25,3,1,1,311,Loyal
12719.0,5,3,608.1,5,3,3,533,Loyal
12720.0,3,41,8047.88,5,5,5,555,Loyal
12721.0,32,10,3906.68,4,4,5,445,Loyal
12722.0,85,6,904.33,3,4,3,343,Loyal
12723.0,4,5,725.07,5,3,3,533,Loyal
12724.0,5,7,2317.52,5,4,4,544,Loyal
12725.0,371,4,2694.56,2,3,4,234,Lost
12726.0,28,11,4014.6,4,5,5,455,Loyal
12727.0,11,12,5646.53,5,5,5,555,Loyal
12728.0,71,5,1070.17,3,3,3,333,Loyal
12729.0,114,1,453.01,3,1,2,312,Loyal
12730.0,522,1,829.25,1,1,3,113,Lost
12731.0,24,19,25673.21,4,5,5,455,Loyal
12732.0,180,1,236.26000000000002,3,1,1,311,Loyal
12733.0,234,6,2326.82,2,4,4,244,Loyal
12734.0,353,3,639.65,2,3,3,233,Lost
12735.0,315,2,779.5699999999999,2,2,3,223,Lost
12736.0,333,1,234.0,2,1,1,211,Lost
12737.0,499,2,3710.5,1,2,5,125,Lost
12738.0,372,1,310.7,2,1,2,212,Lost
12739.0,78,4,2726.73,3,3,4,334,Loyal
12740.0,64,1,427.6,3,1,2,312,Loyal
12741.0,529,2,406.07,1,2,2,122,Lost
12742.0,600,2,1185.02,1,2,3,123,Lost
12743.0,134,2,546.43,3,2,2,322,Loyal
12744.0,52,14,13158.16,4,5,5,455,Loyal
12745.0,487,3,925.41,1,3,3,133,Lost
12746.0,528,3,230.85000000000002,1,3,1,131,Lost
12747.0,2,32,9164.59,5,5,5,555,Loyal
12748.0,1,365,49970.13,5,5,5,555,Champions
12749.0,4,16,6328.49,5,5,5,555,Loyal
12750.0,129,1,275.88,3,1,2,312,Loyal
12751.0,445,1,268.27,1,1,2,112,Lost
12752.0,81,1,4366.78,3,1,5,315,Loyal
12753.0,4,11,21024.01,5,5,5,555,Loyal
12754.0,236,5,2949.12,2,3,5,235,Loyal
12755.0,250,22,6406.349999999999,2,5,5,255,Loyal
12756.0,87,1,112.07999999999998,3,1,1,311,Loyal
12757.0,16,19,4227.7,5,5,5,555,Loyal
12758.0,117,8,9779.0,3,4,5,345,Loyal
12759.0,52,8,5020.74,4,4,5,445,Loyal
12760.0,456,1,347.8,1,1,2,112,Lost
12761.0,458,2,782.95,1,2,3,123,Lost
12762.0,8,2,1898.52,5,2,4,524,Loyal
12763.0,138,2,814.16,3,2,3,323,Loyal
12764.0,317,1,1693.88,2,1,4,214,Lost
12765.0,472,6,1404.58,1,4,4,144,Lost
12766.0,4,11,10026.43,5,5,5,555,Loyal
12767.0,376,1,949.82,2,1,3,213,Lost
12768.0,432,2,3.552713678800501e-15,1,2,1,121,Lost
12769.0,239,1,1143.6,2,1,3,213,Loyal
12770.0,211,7,2975.95,2,4,5,245,Loyal
12771.0,465,2,262.5,1,2,2,122,Lost
12772.0,60,1,892.47,3,1,3,313,Loyal
12773.0,564,2,1.7763568394002505e-15,1,2,1,121,Lost
12774.0,536,1,98.7,1,1,1,111,Lost
12775.0,17,8,1651.32,5,4,4,544,Loyal
12776.0,668,1,55.5,1,1,1,111,Lost
12777.0,458,1,519.45,1,1,2,112,Lost
12778.0,20,10,1757.68,4,4,4,444,Loyal
12779.0,21,21,6406.76,4,5,5,455,Loyal
12780.0,599,1,337.4,1,1,2,112,Lost
12781.0,21,5,707.72,4,3,3,433,Loyal
12782.0,5,14,4526.04,5,5,5,555,Loyal
12783.0,2,8,1603.87,5,4,4,544,Loyal
12784.0,9,3,1804.75,5,3,4,534,Loyal
12785.0,3,5,1079.31,5,3,3,533,Loyal
12786.0,610,1,728.5,1,1,3,113,Lost
12787.0,10,5,859.18,5,3,3,533,Loyal
12788.0,463,4,444.9,1,3,2,132,Lost
12789.0,65,3,273.35,3,3,2,332,Loyal
12790.0,192,3,563.45,2,3,2,232,Loyal
12791.0,374,8,777.75,2,4,3,243,Lost
12792.0,257,3,813.88,2,3,3,233,Loyal
12793.0,335,3,1017.33,2,3,3,233,Lost
12794.0,53,2,860.41,4,2,3,423,Loyal
12795.0,19,1,430.48,4,1,2,412,Loyal
12796.0,628,1,381.0,1,1,2,112,Lost
12797.0,360,6,725.46,2,4,3,243,Lost
12798.0,10,4,8510.93,5,3,5,535,Loyal
12799.0,529,1,219.35,1,1,1,111,Lost
12800.0,470,3,584.25,1,3,3,133,Lost
12801.0,478,2,1031.87,1,2,3,123,Lost
12802.0,184,9,2350.42,3,4,4,344,Loyal
12803.0,393,1,1092.81,2,1,3,213,Lost
12804.0,466,2,327.02,1,2,2,122,Lost
12805.0,382,4,1434.95,2,3,4,234,Lost
12806.0,435,4,2878.96,1,3,5,135,Lost
12807.0,383,3,269.95,2,3,2,232,Lost
12808.0,37,5,906.1,4,3,3,433,Loyal
12809.0,168,8,1705.34,3,4,4,344,Loyal
12810.0,535,2,534.99,1,2,2,122,Lost
12811.0,261,5,1033.9,2,3,3,233,Loyal
12812.0,45,1,229.64000000000001,4,1,1,411,Loyal
12813.0,502,3,1687.8,1,3,4,134,Lost
12814.0,102,1,125.92,3,1,1,311,Loyal
12815.0,148,2,1063.46,3,2,3,323,Loyal
12816.0,96,2,572.2,3,2,2,322,Loyal
12817.0,281,3,690.98,2,3,3,233,Lost
12818.0,178,2,1517.88,3,2,4,324,Loyal
12819.0,458,1,540.52,1,1,2,112,Lost
12820.0,3,13,2647.94,5,5,4,554,Loyal
12821.0,214,2,220.8,2,2,1,221,Loyal
12822.0,71,3,918.98,3,3,3,333,Loyal
12823.0,75,18,6501.5,3,5,5,355,Loyal
12824.0,60,1,397.12,3,1,2,312,Loyal
12825.0,521,2,518.63,1,2,2,122,Lost
12826.0,3,15,2928.69,5,5,5,555,Loyal
12827.0,6,3,430.15000000000003,5,3,2,532,Loyal
12828.0,3,6,1018.71,5,4,3,543,Loyal
12829.0,322,4,345.35,2,3,2,232,Lost
12830.0,38,7,6748.4,4,4,5,445,Loyal
12831.0,262,3,451.11,2,3,2,232,Lost
12832.0,32,2,383.03,4,2,2,422,Loyal
12833.0,145,1,417.38,3,1,2,312,Loyal
12834.0,283,1,312.38,2,1,2,212,Lost
12835.0,418,49,6018.67,1,5,5,155,Lost
12836.0,59,17,6546.47,3,5,5,355,Loyal
12837.0,173,2,688.41,3,2,3,323,Loyal
12838.0,34,12,3376.03,4,5,5,455,Loyal
12839.0,3,31,9927.83,5,5,5,555,Loyal
12840.0,144,11,4013.87,3,5,5,355,Loyal
12841.0,5,42,7390.4800000000005,5,5,5,555,Loyal
12842.0,70,4,1917.99,3,3,4,334,Loyal
12843.0,66,34,6345.61,3,5,5,355,Loyal
12844.0,29,4,648.6,4,3,3,433,Loyal
12845.0,267,4,354.09,2,3,2,232,Lost
12846.0,682,1,15.58,1,1,1,111,Lost
12847.0,22,2,1636.8999999999999,4,2,4,424,Loyal
12848.0,676,1,208.0,1,1,1,111,Lost
12849.0,31,6,3090.56,4,4,5,445,Loyal
12850.0,446,1,330.0,1,1,2,112,Lost
12851.0,97,2,284.13,3,2,2,322,Loyal
12852.0,290,2,299.75,2,2,2,222,Lost
12853.0,108,16,3728.5,3,5,5,355,Loyal
12854.0,79,11,2922.37,3,5,5,355,Loyal
12855.0,373,4,650.9399999999999,2,3,3,233,Lost
12856.0,8,8,2162.68,5,4,4,544,Loyal
12857.0,211,7,3684.25,2,4,5,245,Loyal
12858.0,383,2,151.73,2,2,1,221,Lost
12859.0,459,1,575.1,1,1,2,112,Lost
12860.0,693,1,55.47,1,1,1,111,Lost
12861.0,620,1,68.25,1,1,1,111,Lost
12862.0,426,2,1008.3199999999999,1,2,3,123,Lost
12863.0,52,7,2775.5499999999997,4,4,4,444,Loyal
12864.0,138,2,299.57,3,2,2,322,Loyal
12865.0,26,5,3303.31,4,3,5,435,Loyal
12866.0,283,3,1227.35,2,3,4,234,Lost
12867.0,26,16,7862.69,4,5,5,455,Loyal
12868.0,186,8,2247.06,3,4,4,344,Loyal
